state,name,address,phone,mobile,email,website,contact_person,purpose
maharashtra,Seva Vardhini,,,91-94235 80535,sevavardhini@gmail.com,,,
maharashtra,Seva Vahini Gram Vikas Mandal,,,,sevavahini@gmail.com,,Shivdas Dhanji Patil,
maharashtra,Om Sai Shikashan Prasark Mandal,,,,kadamdinkar@gmail.com,,? Dinkar Kadam,Social work
maharashtra,Seva Sadan Society,,,,,,Guddi Advani,
maharashtra,Om Rajeshwar Multi-Purpose Society Trust,,,,amolujankar47@rediffmail.com,,? Amol,
maharashtra,Om Kartikeya Maa Vindhyavasini Sewa Sanstha,,,91-93709 99099,omkarmvss@gmail.com,,Sanjay,
maharashtra,Seva Kalash,,,91-98228 41544,vijaytikone@yahoo.co.in,,Vijay Tikone,Social welfare
maharashtra,Om Jai Ho Vishwatmaka Parivar,,,91-98812 36579,info@omjaihovp.org,,,
maharashtra,Seva Foundation,,,91-99238 99720,rajpandey_2001@yahoo.com,,Dr. Rajesh Pande,
maharashtra,Seva Dhan,,,,,,,
maharashtra,Om Gurudev,,,91-93739 16660,ckkgvss@gmail.com,,Sunil Ghumare,
maharashtra,SEVA – Society for Empowerment of Villages & Agriculture,,,91-98609 25382,seva_satara@rediffmail.com,,,
maharashtra,Om Creations Trust,,,,omcreationstrust@gmail.com,,,
maharashtra,SEVA – Social Elegant Volountary Action,,,91-99235 89742,sevaindia@gmail.com,,,
maharashtra,Olive Foundation,,,91-98201 89078,admin@olivefoundation.in,,,
maharashtra,Search Foundation,,,,searchidea@yahoo.com,,Lalit Bandgar,
maharashtra,Ocean Bahuudeshiy Sanstha,,,"91-90961 33555, 91-90284 50779",sagar.todkar27@gmail.com,,,
maharashtra,Sayadri Samajik and Shaikshnik Sanstha,,,91-094227 64620,,,Sangay Hari,
maharashtra,Oasis Institute of Health Sciences & Research Centre,,,91-94220 34988,oasisinstitute@rediffmail.com,,,
maharashtra,Sayadri Foundation,,,91-94032 23344,salve8811@rediffmail.com,,Sudhir Salve,Welfare
maharashtra,Oasis India,,,,transformation@oasisindia.org,,,
maharashtra,Sawali Samajkalyan Bahuddeshiya Sanstha,,,,vivek_sawali@rediffmail.com,,Vivek Ghogare,
maharashtra,NRITYANJALI,,,,nrityanjali@vsnl.com,,,
maharashtra,Sawali Pratishthan,,,,yuvi_1098@yahoo.co.in,,Yuvraj,
maharashtra,Noor Education Society,,,91-99609 15644,nooreducation09@gmail.com,,,
maharashtra,Savitribai Phule Sevabhavi Sanstha,,,91-99233 38633,vishnukant.gadade@yahoo.in,,Vishnukant Gadade,
maharashtra,Nmsmm’s Shubharambh,,,"91-98210 63224, 91-098205 97236",ganeshakharat@yahoo.com,,,
maharashtra,Save The Children Canada India Field Office,,,,cansave@vsnl.com,,,
maharashtra,Nishkaam Seva Dal,,,91-93256 68879,nishkaamsevadal@gmail.com,,,
maharashtra,Save Pune Citizens’ Committee,,,,,,Kshitish Jathar,Environment
maharashtra,Nisargsevak,,,,,,? Ramesh Godbole Purpose 😕,
maharashtra,Save Foundation,,,,savefoundation@rediffmail.com,,Prof.,
maharashtra,Nirmik Foundation,,,,harsh16@hotmail.com,,? Harshad Rupwate,To progress of people.
maharashtra,Save Bombay Committee,,,,kisansbc@bom5.vsnl.net.in,,,
maharashtra,NIRMAN,,,91-99604 27542,nirman2010@rediffmail.com,,Ketan Nalamwar,To make sure
maharashtra,Savali Swayamsevi Sewabhavi Sanstha,,,,savali_sanstha@yahoo.co.in,,Pramod Wai,
maharashtra,Savali Association for Mentally Retarded & Cerebral Palsy Children,,,,,,Vasant Thakar Purpose,
maharashtra,Saubiya Education & Welfare Society,,,91-98601 79789,shahidakhtar_siddiqui@yahoo.in,,,
maharashtra,"Satyanand Krida, Vyam Va Shikshan Youva Manch",,,91-97641 84812,pac_nmu@rediffmail.com,,Pramod AnAndhrao Chavan,
maharashtra,Nirman Foundation,,,,nirmanwardha@gmail.com,,? Karuna Mahantare,
maharashtra,Milind Bahuuddeshiya Shikshan Krida Mandal,,,91-96895 34801,mbskvpm@gmail.com,,,
maharashtra,Nirmala Niketan Institute,,,,,,,
maharashtra,Satyagrahi Yuva Kalyan Sanstha,,,,satyagrahi@indiatimes.com,,,
maharashtra,Satyadeep Mahila Mandal,,,,satyadeepmahilamandal@gmail.com,,Vimal A Aglawe,
maharashtra,Nirdhar,,,,nirdhar@esakal.com,,,
maharashtra,MGVS – Marathwada Gramin Vikas Sanstha,,,91-94231 47204,mgvs.vaijapur@gmail.com,,,
maharashtra,Satyabhama Multipurpose Org,,,91-94226 50295,satyabhama.org.in@gmail.com,,,
maharashtra,NIRDHAR – Native Initiatives for Research & Development for Human & Agricultural Resources,,,,nirdharindia@yahoo.co.in,,? Sadashiv Pandav Purpose,
maharashtra,Satyabhama Multi Purpose Organisation,,,"91-94226 50295, 91-93266 49888, 91-94226 38855",,,,
maharashtra,Men Against Violence and Abuse,,,,,,,
maharashtra,MelJol,,,,meljolmumbai@yahoo.co.in,,,
maharashtra,Satya Seva Gramvikas Pratisthan,,,,gramvikas@yahoomail.com,,B.N. Nathe,
maharashtra,Nirashrit Kalyankari Sanstha,,,"91-80870 36700, 91-94034 20160",dr.laxman_chaudhari@rediffmail.com,,,
maharashtra,Melghat Foundation,,,91-99222 48337,,,,
maharashtra,Sarvoday Sewabhavi Sanstha,,,,sarvodaywlfaresociety@rediffmail.com,,Dr. Ritesh Gour,Rural
maharashtra,Nirantar Gramin Vikas Sanstha,,,91-97646 91800,info.nirantar@gmail.com,,? Pramod L. Khatle,
maharashtra,Sarvodai Bahuddheshiy Krida & Shikshan Prasarak Mandal Varkhed,,,,sbkvspmv@rediffmail.com,,Prashant Makode,
maharashtra,Melghat Development Society,,,,m_dev_s@yahoo.co.in,,Purpose :,
maharashtra,Niramaya Health Foundation,,,,niramayahealth@gmail.com,,,
maharashtra,Mediator,,,91-99229 11887,elcon02@yahoo.com,,? Shamsing M. Rajput,To
maharashtra,Sarvangin Vikas Sanstha,,,"91-99608 03808, 91-094229 68788",spcaudgir@yahoo.com,,,
maharashtra,Media Matters- A Centre for Development Support Communication,,,,mediamatters@vsnl.com,,? Prabir Bose Purpose,
maharashtra,Niramaya Arogya Dham,,,"91-98220 21001, 91-98223 78144",,,,
maharashtra,Sarva Seva Sangh,,,91-99697 08771,sssmumbaiinm@gmail.com,,,
maharashtra,Sarswati Bahuuddishiya Shikshan Sanstha,,,91-94221 88875,com1ech@rediff.mail,,,
maharashtra,Maybhoomi Gramvikas Sanstha,,,91-94215 55487,shivramjasud@yahoo.com,,Jasud,
maharashtra,Nikxus Corporation,,,91-98505 55839,,,,
maharashtra,Sardar Vallabhbhai Patel Education Society,,,91-97695 76101,moraesmamta@gmail.com,,,
maharashtra,Sardar Sena,,,,sardarsena@gmail.com,,Shashi Kumar,
maharashtra,NFBM – National Federation of the Blind,,,"91-93220 12096, 91-90298 82878",,,,
maharashtra,Max Telecom Education Society,,,,rmn@mteleduacation.com,,? Ramkant,
maharashtra,Sarathi Bahuuddeshiya Gramin Vikas Seva Sanstha,,,91-92258 30438,sarathigroup@gmail.com,,Ashok Bhauso Khot Purpose,
maharashtra,Mauli Multipurpose Society,,,,ssmantri34@gmail.com,,Purpose : Computer education.,Computer education.
maharashtra,Saraswati Social & Multipurpuse Sanstha,,,91-90285 18010,nidanpathlab@yahoo.com,,Ratan Salunkhe,
maharashtra,Mauli Foundation,,,91-98224 90932,mfjalgaon@gmail.com,,? Dilip Pokale,
maharashtra,Saraswati Social & Multipurpose Society,,,,nidanpathlab@yahoo.co.in,,Nitin Salunkhe,
maharashtra,New Life Medical & Educational Trust,,,91-99703 76070,nlmetpimpri@yahoo.co.in,,? Anish Joy Purpose,
maharashtra,Saraswati Sevabhavi Sanstha,,,"91-94228 77673, 91-98603 20241",saraswati53@rediffmail.com,,,
maharashtra,MATRUMANDIR,,,91-94224 31347,yash_2154@yahoo.com,http://www.matrumandir.org,? Yogesh Mohire,
maharashtra,Saraswati Samajik Va Bahuddeshiya Sanstha,,,91-90285 18010,nidanpathlab@yahoo.co,,"Nitin Salunkhe,",
maharashtra,New Era Foundation,,,91-93234 08735,nef_a@yahoo.com,,"? Ameeta R, N",
maharashtra,Matrubhoomi Foundation,,,91-94226 57673,matrubhoomingo@gmail.com,,,
maharashtra,New Educational & Social Trust,,,91-97309 01111,imran.nadaf1@gmail.com,http://www.nestngo.org,Imran Nadaf,
maharashtra,Matrika Foundation,,,,matrikango@hotmail.com,,? Kiran More,
maharashtra,Matoshri Tarabai Sevabhavi Sanstha,,,91-94222 09076,sharad00004@yahoo.co.in,,,
maharashtra,Network Of Women,,,,rukib@bom3.vsnl.net.in,,?,
maharashtra,Matoshri Shakuntala Kale Foundation,,,,deokale@gmail.com,,? Deoram Kale,Social empowering in
maharashtra,Matoshri Annpurnai Bahuddeshiya Sanstha,,,91-95954 21006,matoshriabs@gmail.com,,,
maharashtra,Global Research Education & Training Foundation,,,91-94235 72750,greatfoundation@rediffmail.com,,,
maharashtra,Global Medical Foundaction & Dr. Nayana Reserch Center,,,91-90900 90050,dpradeep_globaleye@yahoo.com,,,
maharashtra,Matoshree Parisar Vikas Organisation,,,91-93719 29604,,,Purpose : Poverty,Poverty
maharashtra,Network of Satara by People Living with HIV,,,,sataradln@gmail.com,,,
maharashtra,Global Hindu Foundation,,,91-99211 00353,sharadraut333@rediffmail.com,,Sharad Raut,To
maharashtra,Mathura Foundation,,,91-98902 99437,mathurafoundation@yahoo.com,,,
maharashtra,Global Foundation,,,,globalf@indiatimes.com,,,
maharashtra,Network of Beed Bye People Living HIV/AIDS,,,,beedpl@rediffmail.com,,,
maharashtra,Mathoshri Bahuudeshy Pratisthan,,,91-97633 56148,matoshripratisthan@redffmail.com,,? Sudhir,
maharashtra,Mata Balak Utkarsha Pratishthan,,,,matabalak@yahoo.co.in,,,
maharashtra,Neharu Yuva Bahuuddeshiya Mandal,,,91-99219 78831,,,? Vishal Nagorao,
maharashtra,Global Education Mission,,,"91-90281 83184, 91-98602 38212",shindess11@gmail.com,,,
maharashtra,Navvidya Bahuudshiya Sanstha,,,91-94234 32486,navvidya_psd@rediffmail.com,,,
maharashtra,MASUM – Mahila Sarvaangin Utkarsha Mandal,,,,masumfp@vsnl.in,,,
maharashtra,Gitanjali Shikshan Sanstha,,,91-95614 75944,gitanjali@yahoo.com,,,
maharashtra,Master Welfare Association,,,91-99604 05690,sadiqoddin@gmail.com,,? Kazi,
maharashtra,Gitanjali Rural Health & Youth Development Foundation,,,,grhfoundation@yahoo.co.in,,Dr. Vijay Pawar,
maharashtra,Gitanjali Gramin Arogya & Yuva Vikas Pratisthan,,,,gitanjali411@gmail.com,,Dr. Vijay Pawar,Rural
maharashtra,Master Chander Sangeet Academy,,,91-98194 45058,gauravdamwani@hotmail.com,,,
maharashtra,GISSS,,,,gisssngp@gmail.com,,Vishal Ingole,
maharashtra,"Navtej Krida, Vyayam, Shikshan & Bahuddheshiy Sanstha",,,,avairale@rediffmail.com,,? Anand Vairale,
maharashtra,Massey Ministries,,,,jesuswalk@rediffmail.co,,,
maharashtra,Mary’s Clan,,,91-98203 49299,marysclan@gmail.com,,,
maharashtra,Navprerana Ek Samajik Sanstha,,,,htsaid@rediffmail.com,,?,
maharashtra,Markazul Maarif Education & Research Centre,,,91-98695 13815,,,,
maharashtra,Girija Welfare Association,,,91-93232 25069,girijaasram@gmail.com,,Navin Kumar,
maharashtra,Marian Cardiac Center,,,,drmdurairaj@eth.net,,? Dr Manuel Durairaj,Heath
maharashtra,Maria Ashiana Therapeutic Centre,,,,donboscoresearch@gmail.com,,,
maharashtra,Marathwada Navnirman Lokayat,,,,,,? Dwarkadas Lohiya Purpose,
maharashtra,Marathwada Marthon & Social Development Trust,,,,marathwadamarathontrustparbhani@yahoo.com,,? Banate Prakash K.,
maharashtra,Marathwada Berojgar Bhu. Yuva Munch,,,,sabne_v@yahoo.com,,? Vaijnath Sabne,
maharashtra,Marathi Mission Nagpada Neighbourhood House,,,,ucbwm@bom5.vsnl.net.in,,? Vikas,
maharashtra,Marathawada Social Institute,,,91-98817 77462,msit95@gmail.com,,D.R.Pawar Purpose,
maharashtra,Manoram Multipurpose Society,,,91-98225 10336,manoram.charity@gmail.com,,? Dr. Ajit M.Satwekar,
maharashtra,Mandveshawar Gramvikas Sanstha,,,,,,? Ramesh Suryabhan Lawande,
maharashtra,Manav Sevabhavi Sanstha,,,,manav.sevabhavi.sanstha@gmail.com,,? Shailesh,
maharashtra,Manav Seva Samajik Gramin Vikas Bahuudheshiya Sansthan,,,91-93705 89956,manavseva2005@rediffmail.com,,,
maharashtra,Manav Seva Association,,,91-98691 44466,humanrights1985@yahoo.com,,,
maharashtra,Manasi Foundation,,,91-99756 52128,mukundpehere@yahoo.com,,? Mukund Pehere,
maharashtra,Manas Medical & Education Research Foundation,,,91-98227 16266,manas_sanstha@rediffmail.com,,,
maharashtra,Manas Foundation,,,91-99231 07623,manas.org@gmail.com,,? Dr.,
maharashtra,MANAS – Mass Awakening and Networking Association for Society,,,91-94208 69150,manas_bhadrawati@rediffmail.com,,,
maharashtra,Navpada Youth Association,,,,shakiltutorial@gmail.com,,? Shakil,
maharashtra,Mamta Foundation,,,,,,,
maharashtra,Make My Dream Foundation,,,,makemydream@ymail.com,,,
maharashtra,Navnirman,,,91-94205 33706,navnirmate@rediff.mail,,"Ravi Gosavi, Smta Desamukha",
maharashtra,Make a Wish Foundation of India,,,,mawindia@vsnl.com,,,
maharashtra,Geoson L.B.J. Multipurpose Foundation,,,,anantjadhao.2009@rediffmail.com,,,
maharashtra,Navnirman samaj Vikas Kendra,,,,nsvk_mid@vsnl.net,,,
maharashtra,GCPD – Global Center for Prevention of Diseases,,,,gcpd@hathway.com,http://www.worldcow.org,,
maharashtra,MAJLIS,,,,majlislaw@vsnl.net,http://www.majlisbombay.org,? Audrey,
maharashtra,Maitreaya Multipurpose Organisation,,,91-97639 93492,maitreya.mu@gmail.com,,? Umesh Tribhuvan,
maharashtra,Navjyoti Shikshan Sanstha,,,91-97645 28988,mohit_77731@rediffmail.com,,,
maharashtra,Gayatri Women Education & Trainning Society,,,91-9822562676,gayatrisanstha@gmail.com,,,
maharashtra,Maitra Ahand of Care,,,91-98221 91312,maitraahandofcare.org@gmail.com,,,
maharashtra,Navjeevan Samajik Sevabhavi Sanstha,,,91-98221 07831,vikas.deo@rediffmail.com,,? Dr. Vikas,
maharashtra,Gayatri Pariwar Youth Group,,,91-98678 27393,gpmumbai@gmail.com,,,
maharashtra,Gayatri Gram Vikas Sanstha,,,,gayatrigvs@redffmel.com,,Rupesh Lade,
maharashtra,Mahiti Seva Samiti,,,91-094237 81335,president@mass-india.org,,,
maharashtra,Navjeevan Foundation,,,,,,? R B Satpute,"Hiv education, rural development."
maharashtra,Gayatri Foundation,,,,kolsure@yahoo.com,,Arvind Kolsure,Health
maharashtra,Navjeevan Bahuudeshya Seva Bhavi Sanstha,,,91-93707 75778,response_jalees@rediffmail.com,,,
maharashtra,Gauravshali Bahuudeyshiye Sanstha,,,91-93260 46520,gauravngp28@yahoo.co.in,,,
maharashtra,Navchaitanya Bahu Shikshan Prasarak Mandal,,,91-99234 15777,navchaitanya.ngo@gmail.com,,? Vaibhav Jadhav,
maharashtra,Mahila Shakti Pratishthan,,,,mahilashakti@rediffmail.com,,? Arati Ganacharya,
maharashtra,Navachaittany Bahu U. Vikas Yuva Mandal,,,91-94217 70995,shanchi_rahul@rediffmail.com,,? Rahul B. Jiwane,
maharashtra,Gaurau Sewabhavi Sanstha,,,91-94225 57256,rahimkhan27@yahoo.com,,Rahimkhan,
maharashtra,Mahila Dakshata Samiti,,,,,,? Sudha Kulkarni Purpose,
maharashtra,Nav Jeevan Aarogya Sanstha,,,,,,,
maharashtra,Mahila Asmita Pratishthan,,,91-98604 14075,maptrust@gmail.com,,? Sunita Prakash Hande,
maharashtra,Nature Forever Society,,,"91-98900 87988, 91-94200 01820",,,,
maharashtra,Garbage Concern,,,,garbageconcern@gmail.com,,,
maharashtra,MAHER,,,91-90110 86134,maherpune@gmail.com,,,
maharashtra,Mahatma Phule Swayamsevi V Shikshnik Sanstha,,,"91-95954 22821 , 91-99219 24919",priyajmsw@gmail.com,,Priyanka Jadhav,
maharashtra,Nature & Wildlife Conservation Society,,,,nwcs_tiger@rediffmail.com,,? Girish Khorgade,
maharashtra,Mahatma Jyotiba Phule Trust,,,91-99691 01616,bhalerao_archana@yahoo.com,,Archana Bhalerao,
maharashtra,Gangasevabhavi Sanstha Sarkali,,,91-97654 57225,anilkumar_b123@Rediffmail.com,,,
maharashtra,National Student Association (India),,,91-900452 0099,nsai1998@yahoo.com,,,
maharashtra,Mahatma Gandhi Shikshan Sanstha Chawarda,,,,,,? RamChandra,
maharashtra,Ganesh Charitable Trust,,,,ktmane@gmail.com,,K T Mane,Child
maharashtra,Natural Health Centre,,,,leorebello@vsnl.com,,,
maharashtra,MAHASHIKSHAN,,,91-90110 24885,info@mteleducation.com,,,
maharashtra,Gandhi National Memorial Society,,,,jnms2000@yahoo.com,,Purpose :,
maharashtra,Maharudra Gramvikas Pratishthan,,,91-94042 31518,suryawanshivishwas@rediffmail.com,,,
maharashtra,National Womens Welfare Society,,,,nationalytl@gmail.com,http://www.aannisa.co.in,?,
maharashtra,Galliard Society,,,91-93230 15368,galliardsociety@rediffmail.com,,,
maharashtra,Maharogi Sewa Samiti,,,91-98224 66734,anandwan@gmail.com,,,
maharashtra,Galaxy Welfare Society,,,,kamran5586@gmail.com,,Syed Kamran Adil,Education.
maharashtra,National Solid Waste Association of India,,,,nswai@envis.nic.in,,,
maharashtra,Maharashtra State Women’s Council,,,,,,? Aruna Jagtiani,
maharashtra,Gajanan Reaserch in Agricultural Educational & Social Services Shirla,,,91-98503 15849,grass_gajanan@rediffmail.com,,A M Nemane,
maharashtra,National Society for Equal Oportunities for the Handicapped,,,,naseoh@bom7.vsnl.net.in,,? Sudha,
maharashtra,Maharashtra Social Housing & Action League,,,,,,? Neeta Bhatt Purpose,
maharashtra,Furniture Contractor’s Association,,,91-93711 84321,fcapune@rediffmail.com,,Vijaykumar,
maharashtra,National Society for Community Health,,,91-93235 62340,drramchand_jaiswar@yahoo.co.in,,,
maharashtra,Maharashtra Prabodhan Seva Mandal,,,,mpsm@vsnl.com,,? Brian D Purpose 😕,
maharashtra,Friends of Depressed League,,,,fdlnagar@yahoo.com,,,
maharashtra,Maharashtra Electricity Consumers Association,,,,m_elecricity@bsnl.in,,?,
maharashtra,National Society for Clean Cities,,,,,,,
maharashtra,Maharashtra Balshikshan & Gramin Vikas Kruti Samiti,,,91-093255 99756,mahashikshan@rediffmail.com,,Purpose :,
maharashtra,Friend’S for Developmwent & Assistance,,,91-93701 46290,joshisameera@gmail.com,,,
maharashtra,National Medical Exchange,,,91-98603 22222,amol@amcsolutionscorp.com,,,
maharashtra,Freedom Human Rehabilitation & Development,,,91-98212 40367,,,G. H. Khan,Social work
maharashtra,National Institute for Sustainable Development,,,,,,? Prakash J. Palande Purpose 😕,
maharashtra,"Free Legal Aid Councelling for Affected Girls, Womens, Child",,,91-94216 57505,ingleg@rediffmail.com,,Purpose :,
maharashtra,National Human Rights Council of India,,,91-9320009698,nhrcindia@gmail.com,,,
maharashtra,Maharashtra Agricalture & Village Development Society,,,91-94232 32687,v.mavds@gmail.com,,,
maharashtra,National Education & Welfare Society,,,91-94234 35551,news@pusad.gmail.com,,? Sohail Ahmad Khan,
maharashtra,Mahananda Vikas Prakalp Kundal,,,91-94211 82377,mdpkundal@gmail.com,,? Sheetal Jadhav,Socioeconomic
maharashtra,Four Eyes Foundation,,,,,,A G Gupta,
maharashtra,National Domestic Workers Movement,,,,jeanne@bom8.vsnl.net.in,,,
maharashtra,Maha Hariyali,,,91-93257 46474,samChandrapur@gmail.com,,,
maharashtra,National Council for Human Rights and Rights for Information,,,91-098233 54100,arupnchrri@gmail.com,,? Arup Mukherjee,
maharashtra,Foundation for Humanization,,,,humanist@vsnl.com,,Jayesh N. Shah,
maharashtra,Magasvergiya Sushikshit Behar Education Society,,,,msbes1992@gmail.com,,Dahikar N.D.,
maharashtra,National Centre for Advocacy Studies,,,,ncas@vsnl.com,,,
maharashtra,Forbes Marshall,,,,mdr@spnax.ernet.in,,,
maharashtra,Magas Janseva Samiti,,,"91-093255 99756, 91-094220 72837",mjs_latur@yahoo.com,,,
maharashtra,National Association for the Blind,,,91-92718 16494,nabnasik_nsk@sancharnet.in,,,
maharashtra,MADAD,,,,madadngo@gmail.com,,,
maharashtra,Food-Shelter-Water,,,91-98203 08668,jaideep@foodshelterwater.org,http://www.foodshelterwater.org,Jaideep,
maharashtra,"National Association for the Blind, India",,,,,,? Dr,
maharashtra,M B Barvalia Foundation,,,,,,,
maharashtra,National Association for Health Education & Research,,,91-97653 23860,rasul.sheikh@gmail.com,,? Sheikh Rasul,
maharashtra,Finix Mutipurpose Charitable Trust,,,91-98507 46010,susha@phoenix.com,,Sushil Mankhedkar,
maharashtra,Low-Calorey Diet Habituation Foundation,,,,habiclinic@yahoo.co.in,http://habiclinic.freewebpage.org,Dr.,
maharashtra,Nasrugi Trust,,,91-92243 75355,nasrugitrust@yahoo.co.in,,? Ayyamperumal Purpose,
maharashtra,FIDA – Friends for Indias Development & Assistance,,,91-93701 46290,joshisameera@gmail.com,,,
maharashtra,Nasiha Education & Welfare Trust,,,,nasiha5@hotmail.com,,? Syed Shiraz Ahmed,
maharashtra,Fellowship of the Physically Handicapped,,,,fph@vsnl.net,,,
maharashtra,Love Mumbai,,,,,,Purpose :,
maharashtra,Narsinha Gramvikas Sevabahvi Sanstha,,,094226 55016,narsinhaasia@gmail.com,,? Dr. S. D.,
maharashtra,Love & Care India Trust,,,91-93714 53808,lacitrust@gmail.com,,,
maharashtra,FEEDS – Farmers Economic & Educational Development Society,,,91-98506 07939,feedsindia@rediffmail.com,,Deepak Francis Jadhav,
maharashtra,NARAD – National Rural Research and Development Association,,,,naradngo@gmail.com,,? Sunil Bhat,
maharashtra,Lokshahir Annabhau Sathe Yuva Munch,,,91-97637 82226,satheyuvamunch@gmail.com,,? Suryakant Asware,
maharashtra,Loksamanway Pratishthan,,,,loksamanway@yahoo.co.uk,,? Pratibha Shinde,
maharashtra,Family Planning & Medical Aid Trust,,,,trust@giasbm01.vsnl.net.in,,,
maharashtra,Nandanwan Shikshan Sanstha,,,,nandanwanedu@yahoo.com,,? Nilesh Ghawghawe,
maharashtra,Nana Nani Foundation,,,91-98909 11703,prajakta@nanananifoundation.org,,,
maharashtra,Lokranjan Bahuuddeshiya Sanstha,,,91-90114 74963,Lokranjan22@gmail.com,,,
maharashtra,Namrata’s Trust,,,,namratatrust@gmail.com,,,
maharashtra,Lokrajya Samaj Vikas & Sanshodhan Sanstha,,,91-99237 01472,lokrajya2009@gmail.com,,,
maharashtra,Faiz-E-Aam Trust,,,91-98509 61323,faizeaam@gmail.com,,Farrukh Parveen,
maharashtra,NAME – Nature & Manegment in Environment,,,91-95796 42134,name_maharashtra@rediffmail.com,,ambadas kardile,Social
maharashtra,FAD – Forum Against Drugs & Aids,,,,,,,
maharashtra,NAGRIK,,,91-93205 70769,sapna_a_sagar@yahoo.co.in,,?,
maharashtra,Lokjagruti Sanstha,,,91-94218 77281,,,? Anirudha Wankar,To
maharashtra,FACSE – Forum against Child Sexual Exploitation,,,,,,,
maharashtra,Nagarik Seva Mandal,,,91-911-2686523,,,? Sanatkumar Chhaya,
maharashtra,Exposure Education & Social Institute,,,,contact_aartykale@yahoo.com,http://www.exposureindia.com,Aarty Kale,
maharashtra,Lokhit Samajik Vikas Sanshta,,,,lokheet@gmail.com,,? Bajrang Tate,Community
